Company,Date,Followers,Year
McKinsey & Company,2021-07-18,4010844,NA
McKinsey & Company,2021-07-22,4017327,NA
McKinsey & Company,2021-08-14,4051639,NA
McKinsey & Company,2021-08-26,4072464,NA
McKinsey & Company,2021-09-02,4084835,NA
McKinsey & Company,2021-09-16,4110248,NA
McKinsey & Company,2021-10-17,4170180,NA
McKinsey & Company,2021-10-29,4192525,NA
McKinsey & Company,2021-11-06,4206063,NA
McKinsey & Company,2021-11-20,4228961,NA
McKinsey & Company,2021-12-04,4251257,NA
McKinsey & Company,2021-12-07,4255205,NA
McKinsey & Company,2021-12-14,4264703,NA
McKinsey & Company,2021-12-20,4273411,NA
McKinsey & Company,2021-12-26,4279559,NA
McKinsey & Company,2021-12-30,4284004,NA
McKinsey & Company,2021-12-31,4285073,NA
McKinsey & Company,2022-01-03,4286957,NA
McKinsey & Company,2022-01-04,4288873,NA
McKinsey & Company,2022-01-06,4291905,NA
McKinsey & Company,2022-01-07,4294383,NA
McKinsey & Company,2022-01-10,4298403,NA
McKinsey & Company,2022-01-14,4308650,NA
McKinsey & Company,2022-01-18,4317266,NA
McKinsey & Company,2022-01-27,4335110,NA
McKinsey & Company,2022-02-01,4344378,NA
McKinsey & Company,2022-02-07,4353320,NA
McKinsey & Company,2022-02-10,4359079,NA
McKinsey & Company,2022-02-16,4368746,NA
McKinsey & Company,2022-02-20,4375024,NA
McKinsey & Company,2022-02-23,4380411,NA
McKinsey & Company,2022-02-26,4384664,NA
McKinsey & Company,2022-03-03,4391512,NA
McKinsey & Company,2022-03-07,4396771,NA
McKinsey & Company,2022-03-15,4408065,NA
McKinsey & Company,2022-03-31,4433569,NA
McKinsey & Company,2022-04-09,4447340,NA
McKinsey & Company,2022-04-11,4451035,NA
McKinsey & Company,2022-04-13,4454722,NA
McKinsey & Company,2022-04-19,4462574,NA
McKinsey & Company,2022-04-29,4478393,NA
McKinsey & Company,2022-05-05,4486731,NA
McKinsey & Company,2022-05-12,4497333,NA
McKinsey & Company,2022-05-22,4512429,NA
McKinsey & Company,2022-05-27,4522215,NA
McKinsey & Company,2022-05-30,4526814,NA
McKinsey & Company,2022-06-01,4529541,NA
